"Path","ProposedArchiveTarget","Classification","C1eScriptsCount","C1eTestsCount","LiveScriptsRefCount","LiveTestsRefCount","DependencyType","LiveScriptsRefs","LiveTestsRefs","C1eSampleRefs","MovementAllowedNow","ValidatorBehaviorChangeAllowedNow"
"docs/138_v5_11_post_merge_reconciliation.md","docs/archive/numbered_legacy/138_v5_11_post_merge_reconciliation.md","validator-blocked","16","3","6","3","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v5_12_release_candidate_readiness.js; scripts\validate_v5_index_consistency.js; scripts\validate_v5_post_merge_reconciliation.js; scripts\validate_v5_true_loop_candidate_delivery.js","tests\schema_examples\v5_11_post_merge_reconciliation.example.yaml; tests\schema_examples\v5_12_release_candidate_readiness.example.yaml; tests\validation_checklist.md","docs/139_v5_12_release_candidate_readiness.md; README.md; scripts/validate_local_commit_scope.js","false","false"
"docs/139_v5_12_release_candidate_readiness.md","docs/archive/numbered_legacy/139_v5_12_release_candidate_readiness.md","validator-blocked","19","2","8","2","scripts_and_tests","scripts\validate_local_commit_scope.js; scripts\validate_mvp.ps1; scripts\validate_v5_12_release_candidate_readiness.js; scripts\validate_v5_15_release_candidate_handoff.js; scripts\validate_v5_16_release_publication_preflight.js; scripts\validate_v5_index_consistency.js; scripts\validate_v5_post_merge_reconciliation.js; scripts\validate_v5_true_loop_candidate_delivery.js","tests\schema_examples\v5_12_release_candidate_readiness.example.yaml; tests\validation_checklist.md","README.md; scripts/validate_local_commit_scope.js; scripts/validate_mvp.ps1","false","false"
"docs/140_v5_15_release_candidate_handoff.md","docs/archive/numbered_legacy/140_v5_15_release_candidate_handoff.md","validator-blocked","3","1","1","1","scripts_and_tests","scripts\validate_v5_15_release_candidate_handoff.js","tests\validation_checklist.md","scripts/validate_v5_15_release_candidate_handoff.js; tests/validation_checklist.md","false","false"
"docs/141_v5_16_release_publication_preflight.md","docs/archive/numbered_legacy/141_v5_16_release_publication_preflight.md","validator-blocked","4","2","2","2","scripts_and_tests","scripts\validate_v5_16_release_publication_preflight.js; scripts\validate_v6_0_next_milestone_planning.js","tests\schema_examples\v6_0_next_milestone_planning.example.yaml; tests\validation_checklist.md","docs/142_v6_0_next_milestone_planning.md; scripts/validate_v5_16_release_publication_preflight.js; scripts/validate_v6_0_next_milestone_planning.js","false","false"
"docs/142_v6_0_next_milestone_planning.md","docs/archive/numbered_legacy/142_v6_0_next_milestone_planning.md","validator-blocked","4","3","2","2","scripts_and_tests","scripts\validate_v6_0_next_milestone_planning.js; scripts\validate_v6_1_runtime_product_surface_audit.js","tests\schema_examples\v6_1_runtime_product_surface_audit.example.yaml; tests\validation_checklist.md","docs/143_v6_1_runtime_product_surface_audit.md; scripts/validate_v6_0_next_milestone_planning.js; scripts/validate_v6_1_runtime_product_surface_audit.js","false","false"
"docs/143_v6_1_runtime_product_surface_audit.md","docs/archive/numbered_legacy/143_v6_1_runtime_product_surface_audit.md","validator-blocked","5","3","2","2","scripts_and_tests","scripts\validate_v6_1_runtime_product_surface_audit.js; scripts\validate_v6_2_runtime_state_model_alignment.js","tests\schema_examples\v6_2_runtime_state_model_alignment.example.yaml; tests\validation_checklist.md","docs/144_v6_2_runtime_state_model_alignment.md; scripts/validate_v6_1_runtime_product_surface_audit.js; scripts/validate_v6_2_runtime_state_model_alignment.js","false","false"
"docs/144_v6_2_runtime_state_model_alignment.md","docs/archive/numbered_legacy/144_v6_2_runtime_state_model_alignment.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_v6_2_runtime_state_model_alignment.js; scripts\validate_v6_3_host_bridge_contract_v2.js; scripts\validate_v6_4_adapter_review_console_roundtrip_fixture.js","tests\schema_examples\v6_3_host_bridge_contract_v2.example.yaml; tests\validation_checklist.md","docs/145_v6_3_host_bridge_contract_v2.md; docs/146_v6_4_adapter_review_console_roundtrip_fixture.md; scripts/validate_v6_2_runtime_state_model_alignment.js","false","false"
"docs/145_v6_3_host_bridge_contract_v2.md","docs/archive/numbered_legacy/145_v6_3_host_bridge_contract_v2.md","validator-blocked","7","2","3","2","scripts_and_tests","scripts\validate_v6_3_host_bridge_contract_v2.js; scripts\validate_v6_4_adapter_review_console_roundtrip_fixture.js; scripts\validate_v6_6_vcpchat_embed_implementation_preflight.js","tests\schema_examples\v6_4_adapter_review_console_roundtrip_fixture.example.yaml; tests\validation_checklist.md","docs/146_v6_4_adapter_review_console_roundtrip_fixture.md; docs/148_v6_6_vcpchat_embed_implementation_preflight.md; scripts/validate_v6_3_host_bridge_contract_v2.js","false","false"
"docs/146_v6_4_adapter_review_console_roundtrip_fixture.md","docs/archive/numbered_legacy/146_v6_4_adapter_review_console_roundtrip_fixture.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v6_4_adapter_review_console_roundtrip_fixture.js; scripts\validate_v6_6_vcpchat_embed_implementation_preflight.js","tests\schema_examples\v6_5_memory_handoff_runtime_status.example.yaml; tests\validation_checklist.md","docs/147_v6_5_memory_handoff_runtime_status.md; docs/148_v6_6_vcpchat_embed_implementation_preflight.md; scripts/validate_v6_4_adapter_review_console_roundtrip_fixture.js","false","false"
"docs/147_v6_5_memory_handoff_runtime_status.md","docs/archive/numbered_legacy/147_v6_5_memory_handoff_runtime_status.md","validator-blocked","5","2","2","2","scripts_and_tests","scripts\validate_v6_5_memory_handoff_runtime_status.js; scripts\validate_v6_6_vcpchat_embed_implementation_preflight.js","tests\schema_examples\v6_6_vcpchat_embed_implementation_preflight.example.yaml; tests\validation_checklist.md","docs/148_v6_6_vcpchat_embed_implementation_preflight.md; docs/149_v6_7_vcpchat_embed_minimal_patch_scope.md; scripts/validate_v6_5_memory_handoff_runtime_status.js","false","false"
"docs/148_v6_6_vcpchat_embed_implementation_preflight.md","docs/archive/numbered_legacy/148_v6_6_vcpchat_embed_implementation_preflight.md","validator-blocked","9","2","4","2","scripts_and_tests","scripts\validate_v6_6_vcpchat_embed_implementation_preflight.js; scripts\validate_v6_7_vcpchat_embed_minimal_patch_scope.js; scripts\validate_v6_8_vcpchat_embed_scope_review_gate.js; scripts\validate_v6_9_vcpchat_embed_implementation_authorization_request.js","tests\schema_examples\v6_7_vcpchat_embed_minimal_patch_scope.example.yaml; tests\validation_checklist.md","docs/149_v6_7_vcpchat_embed_minimal_patch_scope.md; docs/150_v6_8_vcpchat_embed_scope_review_gate.md; docs/151_v6_9_vcpchat_embed_implementation_authorization_request.md","false","false"
