"Path","ProposedArchiveTarget","DependencyType","LiveScriptsRefCount","LiveTestsRefCount","StrategyBucket","WrapperRecommendation","MovementAllowedNow","ValidatorBehaviorChangeAllowedNow","RequiredNextEvidence"
"docs/104_v2_7_runtime_implementation_planning_gate.md","docs/archive/numbered_legacy/104_v2_7_runtime_implementation_planning_gate.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/105_v2_8_runtime_implementation_task_authorization.md","docs/archive/numbered_legacy/105_v2_8_runtime_implementation_task_authorization.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/106_v2_9_runtime_patch_preflight.md","docs/archive/numbered_legacy/106_v2_9_runtime_patch_preflight.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/107_v3_0_first_runtime_patch_authorization.md","docs/archive/numbered_legacy/107_v3_0_first_runtime_patch_authorization.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/108_v3_1_first_runtime_patch_scope_fill.md","docs/archive/numbered_legacy/108_v3_1_first_runtime_patch_scope_fill.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/109_v3_2_first_runtime_patch_scope_review.md","docs/archive/numbered_legacy/109_v3_2_first_runtime_patch_scope_review.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/11_review_console_design.md","docs/archive/numbered_legacy/11_review_console_design.md","scripts_only","1","0","retain_original_path_until_validator_reference_strategy_exists","not_default; prefer validator allowlist or fixture strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/110_v3_3_first_runtime_patch_implementation_authorization.md","docs/archive/numbered_legacy/110_v3_3_first_runtime_patch_implementation_authorization.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/111_v3_4_first_runtime_patch_execution_plan.md","docs/archive/numbered_legacy/111_v3_4_first_runtime_patch_execution_plan.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/112_v3_5_first_runtime_patch_final_preflight.md","docs/archive/numbered_legacy/112_v3_5_first_runtime_patch_final_preflight.md","tests_only","0","1","fixture_or_test_reference_strategy_required_before_move","not_default; prefer fixture rewrite strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/113_v3_6_first_runtime_code_patch_authorization.md","docs/archive/numbered_legacy/113_v3_6_first_runtime_code_patch_authorization.md","scripts_and_tests","1","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/114_v3_7_first_runtime_patch_execution_record.md","docs/archive/numbered_legacy/114_v3_7_first_runtime_patch_execution_record.md","scripts_and_tests","1","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/115_v3_8_runtime_prototype_smoke_test.md","docs/archive/numbered_legacy/115_v3_8_runtime_prototype_smoke_test.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/116_v3_9_runtime_guard_extraction.md","docs/archive/numbered_legacy/116_v3_9_runtime_guard_extraction.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/117_v4_0_runtime_contract_smoke_hardening.md","docs/archive/numbered_legacy/117_v4_0_runtime_contract_smoke_hardening.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/118_v4_1_runtime_guard_unit_validation.md","docs/archive/numbered_legacy/118_v4_1_runtime_guard_unit_validation.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/119_v4_2_runtime_validation_suite.md","docs/archive/numbered_legacy/119_v4_2_runtime_validation_suite.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/12_mvp_acceptance.md","docs/archive/numbered_legacy/12_mvp_acceptance.md","scripts_only","1","0","retain_original_path_until_validator_reference_strategy_exists","not_default; prefer validator allowlist or fixture strategy first","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/120_v4_3_autopilot_overlay_installation.md","docs/archive/numbered_legacy/120_v4_3_autopilot_overlay_installation.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/121_v4_4_agent_board_state_validation.md","docs/archive/numbered_legacy/121_v4_4_agent_board_state_validation.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/122_v4_5_local_checkpoint_readiness.md","docs/archive/numbered_legacy/122_v4_5_local_checkpoint_readiness.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/123_v4_6_local_commit_scope_manifest.md","docs/archive/numbered_legacy/123_v4_6_local_commit_scope_manifest.md","scripts_and_tests","3","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/124_v4_7_post_push_state_reconciliation.md","docs/archive/numbered_legacy/124_v4_7_post_push_state_reconciliation.md","scripts_and_tests","4","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/125_v4_8_v4_index_consistency_validation.md","docs/archive/numbered_legacy/125_v4_8_v4_index_consistency_validation.md","scripts_and_tests","3","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/126_v4_9_local_tag_push_readiness.md","docs/archive/numbered_legacy/126_v4_9_local_tag_push_readiness.md","scripts_and_tests","4","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/127_v5_0_delivery_readiness_index.md","docs/archive/numbered_legacy/127_v5_0_delivery_readiness_index.md","scripts_and_tests","4","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/128_v5_1_runtime_delivery_surface.md","docs/archive/numbered_legacy/128_v5_1_runtime_delivery_surface.md","scripts_and_tests","4","4","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/129_v5_2_adapter_delivery_surface.md","docs/archive/numbered_legacy/129_v5_2_adapter_delivery_surface.md","scripts_and_tests","3","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/130_v5_3_review_console_adapter_handoff.md","docs/archive/numbered_legacy/130_v5_3_review_console_adapter_handoff.md","scripts_and_tests","3","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/131_v5_4_local_sync_readiness.md","docs/archive/numbered_legacy/131_v5_4_local_sync_readiness.md","scripts_and_tests","4","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/132_v5_5_post_commit_reconciliation.md","docs/archive/numbered_legacy/132_v5_5_post_commit_reconciliation.md","scripts_and_tests","5","4","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/133_v5_6_v5_index_consistency_validation.md","docs/archive/numbered_legacy/133_v5_6_v5_index_consistency_validation.md","scripts_and_tests","4","4","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/134_v5_7_local_batch_commit_readiness.md","docs/archive/numbered_legacy/134_v5_7_local_batch_commit_readiness.md","scripts_and_tests","4","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/135_v5_8_handoff_freshness_validation.md","docs/archive/numbered_legacy/135_v5_8_handoff_freshness_validation.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/136_v5_9_expanded_v5_index_consistency.md","docs/archive/numbered_legacy/136_v5_9_expanded_v5_index_consistency.md","scripts_and_tests","3","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/137_v5_10_local_true_loop_candidate_delivery.md","docs/archive/numbered_legacy/137_v5_10_local_true_loop_candidate_delivery.md","scripts_and_tests","6","4","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/138_v5_11_post_merge_reconciliation.md","docs/archive/numbered_legacy/138_v5_11_post_merge_reconciliation.md","scripts_and_tests","6","3","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/139_v5_12_release_candidate_readiness.md","docs/archive/numbered_legacy/139_v5_12_release_candidate_readiness.md","scripts_and_tests","8","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/140_v5_15_release_candidate_handoff.md","docs/archive/numbered_legacy/140_v5_15_release_candidate_handoff.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/141_v5_16_release_publication_preflight.md","docs/archive/numbered_legacy/141_v5_16_release_publication_preflight.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/142_v6_0_next_milestone_planning.md","docs/archive/numbered_legacy/142_v6_0_next_milestone_planning.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/143_v6_1_runtime_product_surface_audit.md","docs/archive/numbered_legacy/143_v6_1_runtime_product_surface_audit.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/144_v6_2_runtime_state_model_alignment.md","docs/archive/numbered_legacy/144_v6_2_runtime_state_model_alignment.md","scripts_and_tests","3","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/145_v6_3_host_bridge_contract_v2.md","docs/archive/numbered_legacy/145_v6_3_host_bridge_contract_v2.md","scripts_and_tests","3","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/146_v6_4_adapter_review_console_roundtrip_fixture.md","docs/archive/numbered_legacy/146_v6_4_adapter_review_console_roundtrip_fixture.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/147_v6_5_memory_handoff_runtime_status.md","docs/archive/numbered_legacy/147_v6_5_memory_handoff_runtime_status.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/148_v6_6_vcpchat_embed_implementation_preflight.md","docs/archive/numbered_legacy/148_v6_6_vcpchat_embed_implementation_preflight.md","scripts_and_tests","4","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/149_v6_7_vcpchat_embed_minimal_patch_scope.md","docs/archive/numbered_legacy/149_v6_7_vcpchat_embed_minimal_patch_scope.md","scripts_and_tests","3","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/150_v6_8_vcpchat_embed_scope_review_gate.md","docs/archive/numbered_legacy/150_v6_8_vcpchat_embed_scope_review_gate.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/151_v6_9_vcpchat_embed_implementation_authorization_request.md","docs/archive/numbered_legacy/151_v6_9_vcpchat_embed_implementation_authorization_request.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/152_v7_0_vcpchat_read_only_intake_sanitized_record.md","docs/archive/numbered_legacy/152_v7_0_vcpchat_read_only_intake_sanitized_record.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/153_v7_1_vcpchat_preload_surface_read_only_intake.md","docs/archive/numbered_legacy/153_v7_1_vcpchat_preload_surface_read_only_intake.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/154_v7_2_vcpchat_review_console_preload_design_gate.md","docs/archive/numbered_legacy/154_v7_2_vcpchat_review_console_preload_design_gate.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/155_v7_3_vcpchat_review_console_ipc_handler_design_gate.md","docs/archive/numbered_legacy/155_v7_3_vcpchat_review_console_ipc_handler_design_gate.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/156_v7_4_vcpchat_review_console_renderer_mount_design_gate.md","docs/archive/numbered_legacy/156_v7_4_vcpchat_review_console_renderer_mount_design_gate.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/157_v7_5_vcpchat_review_console_runtime_integration_authorization_gate.md","docs/archive/numbered_legacy/157_v7_5_vcpchat_review_console_runtime_integration_authorization_gate.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/158_v7_6_vcpchat_review_console_first_runtime_integration_scope_fill_gate.md","docs/archive/numbered_legacy/158_v7_6_vcpchat_review_console_first_runtime_integration_scope_fill_gate.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/159_v7_7_vcpchat_review_console_first_runtime_integration_scope_review_gate.md","docs/archive/numbered_legacy/159_v7_7_vcpchat_review_console_first_runtime_integration_scope_review_gate.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/160_v7_8_vcpchat_review_console_implementation_authorization_point.md","docs/archive/numbered_legacy/160_v7_8_vcpchat_review_console_implementation_authorization_point.md","scripts_and_tests","1","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/161_v7_9_vcpchat_review_console_authorized_source_lookup_for_missing_files.md","docs/archive/numbered_legacy/161_v7_9_vcpchat_review_console_authorized_source_lookup_for_missing_files.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/162_v7_10_vcpchat_review_console_file_level_write_authorization_review.md","docs/archive/numbered_legacy/162_v7_10_vcpchat_review_console_file_level_write_authorization_review.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/163_v7_11_vcpchat_review_console_exact_patch_authorization_request.md","docs/archive/numbered_legacy/163_v7_11_vcpchat_review_console_exact_patch_authorization_request.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/164_v7_12_vcpchat_review_console_exact_patch_execution_preflight.md","docs/archive/numbered_legacy/164_v7_12_vcpchat_review_console_exact_patch_execution_preflight.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/165_v7_13_vcpchat_review_console_first_runtime_patch_implementation_record.md","docs/archive/numbered_legacy/165_v7_13_vcpchat_review_console_first_runtime_patch_implementation_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/166_v7_14_vcpchat_review_console_post_commit_record.md","docs/archive/numbered_legacy/166_v7_14_vcpchat_review_console_post_commit_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/167_v7_15_vcpchat_review_console_remote_push_authorization.md","docs/archive/numbered_legacy/167_v7_15_vcpchat_review_console_remote_push_authorization.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/168_v7_16_vcpchat_review_console_post_pr_handoff.md","docs/archive/numbered_legacy/168_v7_16_vcpchat_review_console_post_pr_handoff.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/169_v7_17_vcpchat_review_console_pr_review_follow_up.md","docs/archive/numbered_legacy/169_v7_17_vcpchat_review_console_pr_review_follow_up.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/170_v7_18_vcpchat_review_console_ready_for_review_authorization_gate.md","docs/archive/numbered_legacy/170_v7_18_vcpchat_review_console_ready_for_review_authorization_gate.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/171_v7_19_vcpchat_review_console_ready_for_review_execution_record.md","docs/archive/numbered_legacy/171_v7_19_vcpchat_review_console_ready_for_review_execution_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/172_v7_20_vcpchat_review_console_review_ci_response_loop.md","docs/archive/numbered_legacy/172_v7_20_vcpchat_review_console_review_ci_response_loop.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/173_v7_21_vcpchat_review_console_merge_authorization_preflight.md","docs/archive/numbered_legacy/173_v7_21_vcpchat_review_console_merge_authorization_preflight.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/174_v7_22_vcpchat_review_console_merge_pr_execution_record.md","docs/archive/numbered_legacy/174_v7_22_vcpchat_review_console_merge_pr_execution_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/175_v7_23_vcpchat_review_console_post_merge_record.md","docs/archive/numbered_legacy/175_v7_23_vcpchat_review_console_post_merge_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/176_v7_24_vcpchat_local_main_sync_plan.md","docs/archive/numbered_legacy/176_v7_24_vcpchat_local_main_sync_plan.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/177_v7_25_vcpchat_local_main_sync_execution_preflight.md","docs/archive/numbered_legacy/177_v7_25_vcpchat_local_main_sync_execution_preflight.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/178_v7_26_vcpchat_local_main_sync_execution_record.md","docs/archive/numbered_legacy/178_v7_26_vcpchat_local_main_sync_execution_record.md","scripts_and_tests","2","1","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/179_v7_27_vcpchat_runtime_smoke_test_preflight.md","docs/archive/numbered_legacy/179_v7_27_vcpchat_runtime_smoke_test_preflight.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/180_v7_28_vcpchat_runtime_smoke_test_execution_preflight.md","docs/archive/numbered_legacy/180_v7_28_vcpchat_runtime_smoke_test_execution_preflight.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/181_v7_29_vcpchat_runtime_smoke_test_execution_record.md","docs/archive/numbered_legacy/181_v7_29_vcpchat_runtime_smoke_test_execution_record.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/182_v7_30_vcpchat_runtime_smoke_test_partial_execution_record.md","docs/archive/numbered_legacy/182_v7_30_vcpchat_runtime_smoke_test_partial_execution_record.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
"docs/183_v7_31_vcpchat_renderer_global_verification_gate.md","docs/archive/numbered_legacy/183_v7_31_vcpchat_renderer_global_verification_gate.md","scripts_and_tests","2","2","long_term_retain_until_validator_and_test_compatibility_plan","not_default; possible only after validator/test compatibility design","false","false","exact scripts/tests reference package plus compatibility validator before any move"
